0,125,200,0.585,down,1,1.000,1.000,1.000,2430.522949
0,129,203,0.812,drag,1,1.000,1.000,1.000,2430.626709
0,129,203,0.817,drag,1,1.000,1.000,1.000,2430.632812
0,130,204,0.820,drag,1,1.000,1.000,1.000,2430.640869
0,131,205,0.821,drag,1,1.000,1.000,1.000,2430.649170
0,131,205,0.822,drag,1,1.000,1.000,1.000,2430.656982
0,131,205,0.821,drag,1,1.000,1.000,1.000,2430.685059
0,131,205,0.817,drag,1,1.000,1.000,1.000,2430.686768
0,131,205,0.808,drag,1,1.000,1.000,1.000,2430.692871
0,132,205,0.791,drag,1,1.000,1.000,1.000,2430.700439
0,132,205,0.734,drag,1,1.000,1.000,1.000,2430.717285
0,132,203,0.673,drag,1,1.000,1.000,1.000,2430.724609
0,133,201,0.511,drag,1,1.000,1.000,1.000,2430.730713
0,133,199,0.142,drag,1,1.000,1.000,1.000,2430.731445
0,133,199,0.000,up,1,1.000,1.000,1.000,2430.751221
0,157,197,0.597,down,1,1.000,1.000,1.000,2432.873047
0,159,201,0.783,drag,1,1.000,1.000,1.000,2432.968750
0,160,203,0.796,drag,1,1.000,1.000,1.000,2432.985840
0,161,204,0.801,drag,1,1.000,1.000,1.000,2432.990723
0,161,205,0.804,drag,1,1.000,1.000,1.000,2432.998535
0,161,206,0.807,drag,1,1.000,1.000,1.000,2433.017334
0,162,207,0.809,drag,1,1.000,1.000,1.000,2433.020996
0,163,207,0.809,drag,1,1.000,1.000,1.000,2433.036377
0,163,207,0.806,drag,1,1.000,1.000,1.000,2433.050537
0,164,207,0.805,drag,1,1.000,1.000,1.000,2433.066895
0,165,207,0.799,drag,1,1.000,1.000,1.000,2433.074707
0,166,206,0.785,drag,1,1.000,1.000,1.000,2433.080566
0,168,203,0.714,drag,1,1.000,1.000,1.000,2433.100586
0,169,201,0.647,drag,1,1.000,1.000,1.000,2433.104736
0,170,199,0.409,drag,1,1.000,1.000,1.000,2433.105469
0,170,199,0.000,up,1,1.000,1.000,1.000,2433.111084
0,82,149,0.431,down,1,1.000,1.000,1.000,2438.833008
0,83,153,0.667,drag,1,1.000,1.000,1.000,2438.938721
0,84,153,0.676,drag,1,1.000,1.000,1.000,2438.944824
0,85,155,0.680,drag,1,1.000,1.000,1.000,2438.952881
0,85,156,0.683,drag,1,1.000,1.000,1.000,2438.961182
0,87,157,0.685,drag,1,1.000,1.000,1.000,2438.968750
0,89,159,0.692,drag,1,1.000,1.000,1.000,2438.983154
0,89,159,0.697,drag,1,1.000,1.000,1.000,2438.990723
0,91,161,0.699,drag,1,1.000,1.000,1.000,2438.998535
0,93,162,0.701,drag,1,1.000,1.000,1.000,2439.016846
0,94,162,0.701,drag,1,1.000,1.000,1.000,2439.021484
0,95,162,0.702,drag,1,1.000,1.000,1.000,2439.033691
0,97,163,0.705,drag,1,1.000,1.000,1.000,2439.034912
0,99,163,0.708,drag,1,1.000,1.000,1.000,2439.042725
0,101,162,0.717,drag,1,1.000,1.000,1.000,2439.050537
