0,321,40,0.084,down
0,326,35,0.053,drag
0,328,34,0.056,drag
0,331,31,0.049,drag
0,332,31,0.043,drag
0,332,31,0.039,drag
0,333,31,0.032,drag
0,334,31,0.032,drag
0,334,31,0.029,drag
0,334,31,0.022,drag
0,334,31,0.006,drag
0,334,31,0.000,drag
0,334,33,0.000,drag
0,334,37,0.048,drag
0,334,37,0.053,drag
0,332,40,0.053,drag
0,330,43,0.054,drag
0,329,45,0.054,drag
0,328,47,0.054,drag
0,326,49,0.054,drag
0,322,57,0.055,drag
0,318,63,0.056,drag
0,316,65,0.059,drag
0,314,67,0.059,drag
0,310,75,0.060,drag
0,309,78,0.062,drag
0,305,84,0.072,drag
0,303,86,0.078,drag
0,302,87,0.079,drag
0,301,90,0.086,drag
0,300,91,0.090,drag
0,299,91,0.096,drag
0,299,91,0.108,drag
0,299,91,0.124,drag
0,299,91,0.138,drag
0,299,91,0.141,drag
0,299,91,0.137,drag
0,299,91,0.128,drag
0,299,91,0.110,drag
0,300,91,0.106,drag
0,300,93,0.072,drag
0,300,94,0.072,drag
0,299,95,0.072,drag
0,295,99,0.078,drag
0,286,107,0.092,drag
0,284,109,0.096,drag
0,282,111,0.099,drag
0,279,111,0.102,drag
0,277,112,0.115,drag
0,274,112,0.151,drag
0,271,111,0.184,drag
0,271,111,0.194,drag
0,271,111,0.203,drag
0,271,111,0.211,drag
0,271,111,0.213,drag
0,271,110,0.214,drag
0,271,110,0.210,drag
0,271,110,0.201,drag
0,274,108,0.150,drag
0,277,106,0.041,drag
0,277,106,0.000,drag
0,286,335,0.188,drag
0,284,327,0.244,drag
0,284,326,0.244,drag
0,284,324,0.238,drag
0,286,320,0.231,drag
0,288,319,0.231,drag
0,289,317,0.231,drag
0,294,311,0.231,drag
0,296,308,0.230,drag
0,298,306,0.230,drag
0,305,301,0.230,drag
0,308,299,0.229,drag
0,311,297,0.227,drag
0,318,295,0.227,drag
0,322,294,0.227,drag
0,324,293,0.225,drag
0,329,291,0.227,drag
0,337,289,0.227,drag
0,339,288,0.227,drag
0,342,287,0.227,drag
0,346,286,0.227,drag
0,354,281,0.229,drag
0,357,279,0.232,drag
0,360,278,0.232,drag
0,366,274,0.235,drag
0,369,271,0.235,drag
0,373,269,0.235,drag
0,382,259,0.235,drag
0,384,257,0.236,drag
0,385,255,0.236,drag
0,388,249,0.238,drag
0,390,247,0.239,drag
0,390,244,0.245,drag
0,392,236,0.262,drag
0,393,234,0.266,drag
0,393,231,0.268,drag
0,393,227,0.268,drag
0,394,223,0.270,drag
0,394,219,0.270,drag
0,394,205,0.273,drag
0,394,202,0.273,up
0,394,196,0.288,down
0,394,195,0.293,drag
0,394,193,0.297,drag
0,394,188,0.300,drag
0,394,187,0.298,drag
0,394,183,0.280,drag
0,394,180,0.270,drag
0,394,179,0.269,drag
0,394,178,0.268,drag
0,394,176,0.268,drag
0,394,175,0.268,drag
0,394,171,0.268,drag
0,394,170,0.268,drag
0,394,168,0.268,drag
0,394,165,0.271,drag
0,394,161,0.278,drag
0,394,160,0.280,drag
0,394,159,0.281,drag
0,394,158,0.284,drag
0,394,157,0.286,drag
0,394,155,0.286,drag
0,394,151,0.284,drag
0,395,150,0.283,drag
0,395,148,0.280,drag
0,396,147,0.280,drag
0,398,143,0.280,drag
0,398,141,0.279,drag
0,398,139,0.279,drag
0,398,138,0.268,drag
0,398,136,0.225,drag
0,398,135,0.205,drag
0,398,135,0.190,drag
0,398,135,0.123,drag
0,398,135,0.000,drag
0,329,187,0.117,drag
0,323,183,0.107,drag
0,323,182,0.107,drag
0,322,179,0.123,drag
0,322,179,0.126,drag
0,322,177,0.126,drag
0,326,175,0.120,drag
0,328,173,0.115,drag
0,332,171,0.115,drag
0,344,164,0.106,drag
0,351,161,0.106,drag
0,358,158,0.107,drag
0,380,151,0.114,drag
0,388,148,0.116,drag
0,409,144,0.116,drag
0,416,143,0.118,drag
0,422,143,0.118,drag
0,437,142,0.117,drag
0,457,142,0.118,drag
0,463,142,0.118,drag
0,469,141,0.118,drag
0,474,141,0.118,drag
0,480,141,0.118,drag
0,489,142,0.119,drag
0,499,144,0.119,drag
0,501,145,0.119,drag
0,502,146,0.118,drag
0,504,147,0.118,drag
0,506,148,0.115,drag
0,508,151,0.113,drag
0,509,155,0.100,drag
0,508,156,0.091,drag
0,506,158,0.091,drag
0,504,159,0.091,drag
0,495,163,0.097,drag
0,492,164,0.100,drag
0,490,166,0.103,drag
0,484,168,0.103,drag
0,481,170,0.104,drag
0,478,172,0.104,drag
0,470,179,0.103,drag
0,467,182,0.103,drag
0,465,184,0.103,drag
0,462,189,0.102,drag
0,461,191,0.100,drag
0,459,192,0.100,drag
0,457,197,0.098,drag
0,455,199,0.098,drag
0,454,199,0.098,drag
0,449,202,0.099,drag
0,446,203,0.099,drag
0,444,204,0.102,drag
0,438,205,0.121,drag
0,435,205,0.129,drag
0,432,203,0.153,drag
0,431,203,0.155,drag
0,430,202,0.155,drag
0,429,202,0.155,drag
0,428,202,0.155,drag
0,427,202,0.153,drag
0,425,201,0.152,drag
0,424,200,0.152,drag
0,423,200,0.152,drag
0,422,199,0.152,drag
0,420,199,0.144,drag
0,420,199,0.110,drag
0,420,199,0.055,drag
0,420,199,0.000,drag
0,490,183,0.003,drag
0,481,197,0.023,drag
0,478,201,0.023,drag
0,474,205,0.023,drag
0,469,213,0.023,drag
0,466,218,0.023,drag
0,464,221,0.025,drag
0,458,230,0.027,drag
0,458,232,0.027,drag
0,457,234,0.027,drag
0,456,238,0.027,drag
0,456,240,0.027,drag
0,455,243,0.027,drag
0,455,247,0.027,drag
0,455,249,0.027,drag
0,455,250,0.027,drag
0,458,251,0.016,drag
0,458,252,0.015,drag
0,461,252,0.015,drag
0,470,251,0.021,drag
0,474,251,0.023,drag
0,481,251,0.026,drag
0,484,251,0.026,drag
0,486,252,0.026,drag
0,491,255,0.007,drag
0,494,257,0.002,drag
0,495,261,0.000,drag
0,495,261,0.000,drag
0,485,348,0.000,drag
0,482,354,0.004,drag
0,477,358,0.018,drag
0,475,359,0.021,drag
0,470,361,0.027,drag
0,468,362,0.028,drag
0,466,363,0.028,drag
0,463,364,0.029,drag
0,462,365,0.026,drag
0,460,366,0.024,drag
0,455,368,0.023,drag
0,453,369,0.023,drag
0,451,370,0.023,drag
0,447,371,0.023,drag
0,445,373,0.023,drag
0,442,374,0.020,drag
0,442,374,0.000,drag
0,494,149,0.002,drag
0,491,146,0.043,drag
0,489,145,0.047,drag
0,486,143,0.051,drag
0,483,143,0.051,drag
0,482,143,0.051,drag
0,472,143,0.051,drag
0,467,143,0.052,drag
0,462,144,0.053,drag
0,450,146,0.052,drag
0,445,147,0.052,drag
0,439,147,0.053,drag
0,424,149,0.057,drag
0,419,149,0.061,drag
0,406,149,0.065,drag
0,402,149,0.068,drag
0,400,148,0.071,drag
0,394,147,0.080,drag
0,392,147,0.082,drag
0,387,146,0.087,drag
0,386,145,0.088,drag
0,384,144,0.088,drag
0,382,143,0.089,drag
0,382,142,0.089,drag
0,381,141,0.089,drag
0,380,138,0.091,drag
0,379,136,0.091,drag
0,379,135,0.090,drag
0,378,131,0.089,drag
0,378,129,0.089,drag
0,378,127,0.089,drag
0,374,121,0.096,drag
0,373,119,0.097,drag
0,372,118,0.097,drag
0,368,115,0.097,drag
0,366,114,0.097,drag
0,365,112,0.097,drag
0,358,109,0.097,drag
0,356,107,0.097,drag
0,350,103,0.098,drag
0,348,102,0.098,drag
0,346,100,0.098,drag
0,342,97,0.098,drag
0,341,96,0.097,drag
0,336,93,0.097,drag
0,334,91,0.097,drag
0,333,90,0.097,drag
0,332,89,0.099,drag
0,331,88,0.099,drag
0,330,87,0.100,drag
0,329,85,0.101,drag
0,328,85,0.101,drag
0,328,84,0.101,drag
0,326,83,0.101,drag
0,326,82,0.101,drag
0,326,81,0.101,drag
0,324,79,0.100,drag
0,323,77,0.102,drag
0,322,76,0.102,drag
0,322,74,0.110,drag
0,322,72,0.110,up
0,321,71,0.112,down
0,321,68,0.116,drag
0,320,64,0.124,drag
0,320,63,0.124,drag
0,320,62,0.124,drag
0,320,61,0.125,drag
0,321,60,0.125,drag
0,321,59,0.125,drag
0,321,59,0.116,drag
0,321,59,0.082,drag
0,321,59,0.084,drag
0,322,59,0.089,drag
0,322,59,0.092,drag
0,322,59,0.094,drag
0,322,59,0.085,drag
0,322,59,0.074,drag
0,322,59,0.073,drag
0,322,59,0.072,drag
0,322,59,0.088,drag
0,322,59,0.102,drag
0,322,59,0.106,drag
0,320,59,0.109,drag
0,319,58,0.109,drag
0,318,57,0.116,drag
0,318,56,0.118,drag
0,318,55,0.122,drag
0,327,49,0.125,drag
0,333,47,0.125,drag
0,338,44,0.125,drag
0,346,42,0.124,drag
0,349,41,0.122,drag
0,350,41,0.120,drag
0,358,41,0.118,drag
0,362,41,0.115,drag
0,366,41,0.115,drag
0,374,41,0.115,drag
0,380,41,0.116,drag
0,382,41,0.116,drag
0,389,43,0.113,drag
0,390,43,0.113,drag
0,392,43,0.109,drag
0,394,44,0.109,drag
0,394,46,0.107,up
0,397,48,0.104,down
